_Nb Properties (Expression),Amenities,Bathrooms,Bedrooms,City,Country,Date,Latitude,Longitude,Main Date: Month,Main Date: Month (Display),Main Date: Year,Profile,Property,Property Id,Property Type,Zip Code,_Max Theoretical Revenue (Expression),_Total Expenses (Expression),_Total Revenue (Expression),Expenses % ,Expenses %   MTD   (Current Month),Expenses %   MTD   (Previous Month),Gross Rental Yield,Gross Rental Yield  MTD   (Current Month),Gross Rental Yield  MTD   (Previous Month),Gross Rental Yield  MTD  (Previous Year),Gross Rental Yield  YTD  (Current Year),Indicator,Living Space,Max Theoretical Revenue,Monthly Expenses,Monthly Rent,Monthly Revenue,Nb Properties,Net Rental Yield,Net Rental Yield  MTD   (Current Month),Net Rental Yield  MTD   (Previous Month),Net Rental Yield  MTD  (Previous Year),Net Rental Yield  YTD  (Current Year),Net Rental Yield  YTD  (Previous Year),Net Rental Yield Perf. -  Value,Net Rental Yield Perf. - Reference,Net Rental Yield Perf. - Value vs Reference,Net Rental Yield Perf. - Value vs Reference %,Net Rental Yield Perf. - Value vs Reference (pt),Net Rental Yield Perf. - Value vs Reference (shape),Net Revenue,Net Revenue  MTD   (Current Month),Net Revenue  MTD   (Previous Month),Net Revenue  MTD  (Previous Year),Net Revenue  YTD  (Current Year),Net Revenue  YTD  (Previous Year),Net Revenue Perf. -  Value,Net Revenue Perf. - Reference,Net Revenue Perf. - Value vs Reference,Net Revenue Perf. - Value vs Reference %,Net Revenue Perf. - Value vs Reference (shape),Occupancy Rate,Placeholder (num),Property Class Yield ,Property Cost,Total Expenses,Total Expenses  MTD   (Current Month),Total Expenses  MTD   (Previous Month),Total Expenses  MTD  (Previous Year),Total Expenses  YTD  (Current Year),Total Expenses  YTD  (Previous Year),Total Expenses Perf. -  Value,Total Expenses Perf. - Reference,Total Expenses Perf. - Value vs Reference,Total Expenses Perf. - Value vs Reference %,Total Expenses Perf. - Value vs Reference (shape),Total Revenue,Total Revenue  MTD   (Current Month),Total Revenue  MTD   (Previous Month),Total Revenue  MTD  (Previous Year),Total Revenue  YTD  (Current Year),Total Revenue  YTD  (Previous Year),Total Revenue Perf. -  Value,Total Revenue Perf. - Reference,Total Revenue Perf. - Value vs Reference
"Apt. 106,  Parkways Morris Cliffs",High-End,3 bathrooms,4 bedrooms,San Bruno,US,8/1/2023,37.63043009,-122.4444162,8,Aug,2023,Apt-High-End-4 Bed.,"Apt. 106,  Parkways Morris Cliffs",295,Apartment,94066,6186,1890.67,6186,30.60%,,30.60%,10.90%,,10.90%,,10.90%,4295.33,1119,"$6,186 ",1890.67,6186,6186,1,7.60%,,7.60%,,7.60%,,7.60%,,7.60%,,,▲,"$4,295 ",$0 ,"$4,295 ",$0 ,"$4,295 ",$0 ,"$4,295 ",$0 ,"$4,295 ",,▲,100%,0,HIGH YIELD,682179,"$1,891 ",,"$1,891 ",,"$1,891 ",,"$1,891 ",,"$1,891 ",,▲,"$6,186 ",,"$6,186 ",,"$6,186 ",,"$6,186 ",,"$6,186 "
"Apt. 106,  Parkways Morris Cliffs",High-End,3 bathrooms,4 bedrooms,San Bruno,US,9/1/2023,37.63043009,-122.4444162,9,Sep,2023,Apt-High-End-4 Bed.,"Apt. 106,  Parkways Morris Cliffs",295,Apartment,94066,6186,1890.67,6186,30.60%,30.60%,,10.90%,10.90%,,,10.90%,4295.33,1119,"$6,186 ",1890.67,6186,6186,1,7.60%,7.60%,,,7.60%,,7.60%,,7.60%,,,▲,"$4,295 ","$4,295 ",$0 ,$0 ,"$4,295 ",$0 ,"$4,295 ",$0 ,"$4,295 ",,▲,100%,0,HIGH YIELD,682179,"$1,891 ","$1,891 ",,,"$1,891 ",,"$1,891 ",,"$1,891 ",,▲,"$6,186 ","$6,186 ",,,"$6,186 ",,"$6,186 ",,"$6,186 "
"Suite 128,  Bypass Amy Fords",High-End,3 bathrooms,4 bedrooms,San Francisco,US,4/1/2023,37.75109708,-122.4186119,4,Apr,2023,Apt-High-End-4 Bed.,"Suite 128,  Bypass Amy Fords",228,Apartment,94110,7088,1420.67,7088,20.00%,,,8.60%,,,,8.60%,5667.33,807,"$7,088 ",1420.67,7088,7088,1,6.90%,,,,6.90%,,6.90%,,6.90%,,,▲,"$5,667 ",$0 ,$0 ,$0 ,"$5,667 ",$0 ,"$5,667 ",$0 ,"$5,667 ",,▲,100%,0,MEDIUM YIELD,990065,"$1,421 ",,,,"$1,421 ",,"$1,421 ",,"$1,421 ",,▲,"$7,088 ",,,,"$7,088 ",,"$7,088 ",,"$7,088 "
"Suite 128,  Bypass Amy Fords",High-End,3 bathrooms,4 bedrooms,San Francisco,US,5/1/2023,37.75109708,-122.4186119,5,May,2023,Apt-High-End-4 Bed.,"Suite 128,  Bypass Amy Fords",228,Apartment,94110,7088,1420.67,7088,20.00%,,,8.60%,,,,8.60%,5667.33,807,"$7,088 ",1420.67,7088,7088,1,6.90%,,,,6.90%,,6.90%,,6.90%,,,▲,"$5,667 ",$0 ,$0 ,$0 ,"$5,667 ",$0 ,"$5,667 ",$0 ,"$5,667 ",,▲,100%,0,MEDIUM YIELD,990065,"$1,421 ",,,,"$1,421 ",,"$1,421 ",,"$1,421 ",,▲,"$7,088 ",,,,"$7,088 ",,"$7,088 ",,"$7,088 "
"Suite 128,  Bypass Amy Fords",High-End,3 bathrooms,4 bedrooms,San Francisco,US,6/1/2023,37.75109708,-122.4186119,6,Jun,2023,Apt-High-End-4 Bed.,"Suite 128,  Bypass Amy Fords",228,Apartment,94110,7088,1420.67,7088,20.00%,,,8.60%,,,,8.60%,5667.33,807,"$7,088 ",1420.67,7088,7088,1,6.90%,,,,6.90%,,6.90%,,6.90%,,,▲,"$5,667 ",$0 ,$0 ,$0 ,"$5,667 ",$0 ,"$5,667 ",$0 ,"$5,667 ",,▲,100%,0,MEDIUM YIELD,990065,"$1,421 ",,,,"$1,421 ",,"$1,421 ",,"$1,421 ",,▲,"$7,088 ",,,,"$7,088 ",,"$7,088 ",,"$7,088 "
"Suite 128,  Bypass Amy Fords",High-End,3 bathrooms,4 bedrooms,San Francisco,US,7/1/2023,37.75109708,-122.4186119,7,Jul,2023,Apt-High-End-4 Bed.,"Suite 128,  Bypass Amy Fords",228,Apartment,94110,7088,1420.67,7088,20.00%,,,8.60%,,,,8.60%,5667.33,807,"$7,088 ",1420.67,7088,7088,1,6.90%,,,,6.90%,,6.90%,,6.90%,,,▲,"$5,667 ",$0 ,$0 ,$0 ,"$5,667 ",$0 ,"$5,667 ",$0 ,"$5,667 ",,▲,100%,0,MEDIUM YIELD,990065,"$1,421 ",,,,"$1,421 ",,"$1,421 ",,"$1,421 ",,▲,"$7,088 ",,,,"$7,088 ",,"$7,088 ",,"$7,088 "
"Suite 128,  Bypass Amy Fords",High-End,3 bathrooms,4 bedrooms,San Francisco,US,8/1/2023,37.75109708,-122.4186119,8,Aug,2023,Apt-High-End-4 Bed.,"Suite 128,  Bypass Amy Fords",228,Apartment,94110,7088,1420.67,4572.903226,31.10%,,31.10%,5.50%,,5.50%,,5.50%,3152.233226,807,"$7,088 ",1420.67,7088,4572.903226,1,3.80%,,3.80%,,3.80%,,3.80%,,3.80%,,,▲,"$3,152 ",$0 ,"$3,152 ",$0 ,"$3,152 ",$0 ,"$3,152 ",$0 ,"$3,152 ",,▲,65%,0,LOW YIELD,990065,"$1,421 ",,"$1,421 ",,"$1,421 ",,"$1,421 ",,"$1,421 ",,▲,"$4,573 ",,"$4,573 ",,"$4,573 ",,"$4,573 ",,"$4,573 "
"Suite 128,  Bypass Amy Fords",High-End,3 bathrooms,4 bedrooms,San Francisco,US,9/1/2023,37.75109708,-122.4186119,9,Sep,2023,Apt-High-End-4 Bed.,"Suite 128,  Bypass Amy Fords",228,Apartment,94110,6733,1716.1,0,,,,0.00%,0.00%,,,0.00%,-1716.1,807,"$6,733 ",1716.1,6733,0,1,-2.10%,-2.10%,,,-2.10%,,-2.10%,,-2.10%,,,▼,"($1,716)","($1,716)",$0 ,$0 ,"($1,716)",$0 ,"($1,716)",$0 ,"($1,716)",,▼,0%,0,VERY LOW YIELD,990065,"$1,716 ","$1,716 ",,,"$1,716 ",,"$1,716 ",,"$1,716 ",,▲,$0 ,$0 ,,,$0 ,,$0 ,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,12/1/2019,37.76757021,-122.4356289,12,Dec,2019,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,1/1/2020,37.76757021,-122.4356289,1,Jan,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,2/1/2020,37.76757021,-122.4356289,2,Feb,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,3/1/2020,37.76757021,-122.4356289,3,Mar,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,4/1/2020,37.76757021,-122.4356289,4,Apr,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,5/1/2020,37.76757021,-122.4356289,5,May,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,6/1/2020,37.76757021,-122.4356289,6,Jun,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,7/1/2020,37.76757021,-122.4356289,7,Jul,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,8/1/2020,37.76757021,-122.4356289,8,Aug,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,9/1/2020,37.76757021,-122.4356289,9,Sep,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,10/1/2020,37.76757021,-122.4356289,10,Oct,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,11/1/2020,37.76757021,-122.4356289,11,Nov,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,12/1/2020,37.76757021,-122.4356289,12,Dec,2020,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,1/1/2021,37.76757021,-122.4356289,1,Jan,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,2/1/2021,37.76757021,-122.4356289,2,Feb,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,3/1/2021,37.76757021,-122.4356289,3,Mar,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,4757,18.20%,,,8.80%,,,,,3891.93,861,"$4,757 ",865.07,4757,4757,1,7.20%,,,,,,,,=,,,►,"$3,892 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,"$4,757 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,4/1/2021,37.76757021,-122.4356289,4,Apr,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,4757,865.07,158.5666667,545.60%,,,0.30%,,,,,-706.5033333,861,"$4,757 ",865.07,4757,158.5666667,1,-1.30%,,,,,,,,=,,,►,($707),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,3%,0,VERY LOW YIELD,649491,$865 ,,,,,,,,=,,►,$159 ,,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,5/1/2021,37.76757021,-122.4356289,5,May,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6193,1407.69,0,,,,0.00%,,,,,-1407.69,861,"$6,193 ",1407.69,6193,0,1,-2.60%,,,,,,,,=,,,►,"($1,408)",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,649491,"$1,408 ",,,,,,,,=,,►,$0 ,,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,6/1/2021,37.76757021,-122.4356289,6,Jun,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6193,1407.69,0,,,,0.00%,,,,,-1407.69,861,"$6,193 ",1407.69,6193,0,1,-2.60%,,,,,,,,=,,,►,"($1,408)",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,649491,"$1,408 ",,,,,,,,=,,►,$0 ,,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,7/1/2021,37.76757021,-122.4356289,7,Jul,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,445.9354839,177.60%,,,0.80%,,,,,-345.9845161,861,"$6,912 ",791.92,6912,445.9354839,1,-0.60%,,,,,,,,=,,,►,($346),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,6%,0,VERY LOW YIELD,649491,$792 ,,,,,,,,=,,►,$446 ,,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,8/1/2021,37.76757021,-122.4356289,8,Aug,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,,,,=,,,►,"$6,120 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$792 ,,,,,,,,=,,►,"$6,912 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,9/1/2021,37.76757021,-122.4356289,9,Sep,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,,,,=,,,►,"$6,120 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$792 ,,,,,,,,=,,►,"$6,912 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,10/1/2021,37.76757021,-122.4356289,10,Oct,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,,,,=,,,►,"$6,120 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$792 ,,,,,,,,=,,►,"$6,912 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,11/1/2021,37.76757021,-122.4356289,11,Nov,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,,,,=,,,►,"$6,120 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$792 ,,,,,,,,=,,►,"$6,912 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,12/1/2021,37.76757021,-122.4356289,12,Dec,2021,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,,,,=,,,►,"$6,120 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,649491,$792 ,,,,,,,,=,,►,"$6,912 ",,,,,,,,=
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,1/1/2022,37.76757021,-122.4356289,1,Jan,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,2/1/2022,37.76757021,-122.4356289,2,Feb,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,3/1/2022,37.76757021,-122.4356289,3,Mar,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,4/1/2022,37.76757021,-122.4356289,4,Apr,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,5/1/2022,37.76757021,-122.4356289,5,May,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,6/1/2022,37.76757021,-122.4356289,6,Jun,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
"Suite 119,  Flats Calvin Trace",High-End,3 bathrooms,4 bedrooms,San Francisco,US,7/1/2022,37.76757021,-122.4356289,7,Jul,2022,Apt-High-End-4 Bed.,"Suite 119,  Flats Calvin Trace",712,Apartment,94114,6912,791.92,6912,11.50%,,,12.80%,,,,,6120.08,861,"$6,912 ",791.92,6912,6912,1,11.30%,,,,,11.30%,,11.30%,-11.30%,-100.00%,,▼,"$6,120 ",$0 ,$0 ,$0 ,$0 ,"$6,120 ",$0 ,"$6,120 ","($6,120)",-100.00%,▼,100%,0,VERY LOW YIELD,649491,$792 ,,,,,$792 ,,$792 ,($792),-100.00%,▼,"$6,912 ",,,,,"$6,912 ",,"$6,912 ","($6,912)"
